"Data Table: Multiple sclerosis, Crude prevalence, percent"
"Area","Sex","Age Group","Year","Rate (%)","Rate_95%_CI_Lower","Rate_95%_CI_Upper","Rate CV","Counts","Population",
"Canada","Males","'25-29'","2007","0.04","0.03","0.04","5.77","300","847640",
"Canada","Males","'30-34'","2007","0.07","0.07","0.08","4.00","625","844655",
"Canada","Males","'35-49'","2007","0.13","0.12","0.13","1.62","3830","2990110",
"Canada","Males","'35-39'","2007","0.10","0.10","0.11","3.24","955","922860",
"Canada","Males","'40-44'","2007","0.13","0.12","0.13","2.81","1265","1007110",
"Canada","Males","'45-49'","2007","0.15","0.14","0.16","2.49","1610","1060140",
"Canada","Males","'50-64'","2007","0.20","0.19","0.20","1.45","4780","2410240",
"Canada","Males","'50-54'","2007","0.19","0.18","0.20","2.35","1815","952670",
"Canada","Males","'55-59'","2007","0.20","0.19","0.21","2.49","1610","801055",
"Canada","Males","'60-64'","2007","0.21","0.20","0.22","2.72","1355","656515",
"Canada","Males","'65-79'","2007","0.16","0.15","0.16","2.31","1870","1186690",
"Canada","Males","'65-69'","2007","0.19","0.17","0.20","3.33","900","481955",
"Canada","Males","'70-74'","2007","0.15","0.14","0.16","4.13","585","386270",
"Canada","Males","'75-79'","2007","0.12","0.11","0.13","5.10","385","318470",
"Canada","Males","'80+'","2007","0.08","0.07","0.09","5.55","325","392565",
"Canada","Males","'80-84'","2007","0.11","0.09","0.12","6.59","230","218025",
"Canada","Males","'85-89'","2007","0.06","0.05","0.08","11.55","75","117495",
"Canada","Males","'90+'","2007","0.04","0.02","0.05","22.36","20","57045",
"Canada","Males","'20+'","2008","0.13","0.12","0.13","0.89","12540","9896590",
"Canada","Males","'20-34'","2008","0.04","0.04","0.04","3.02","1100","2660075",
"Canada","Males","'20-24'","2008","0.01","0.01","0.01","10.00","100","901750",
"Canada","Males","'25-29'","2008","0.04","0.03","0.04","5.59","320","888895",
"Canada","Males","'30-34'","2008","0.08","0.07","0.08","3.83","680","869425",
"Canada","Males","'35-49'","2008","0.13","0.13","0.14","1.58","4010","3036500",
"Canada","Males","'35-39'","2008","0.11","0.10","0.11","3.19","985","935625",
"Canada","Males","'40-44'","2008","0.13","0.12","0.14","2.77","1305","1001120",
"Canada","Males","'45-49'","2008","0.16","0.15","0.16","2.41","1715","1099750",
"Canada","Males","'50-64'","2008","0.20","0.19","0.20","1.40","5070","2549760",
"Canada","Males","'50-54'","2008","0.18","0.18","0.19","2.33","1835","999735",
"Canada","Males","'55-59'","2008","0.21","0.20","0.22","2.39","1745","843165",
"Canada","Males","'60-64'","2008","0.21","0.20","0.22","2.59","1485","706855",
"Canada","Males","'65-79'","2008","0.16","0.15","0.17","2.24","1995","1240690",
"Canada","Males","'65-69'","2008","0.19","0.18","0.20","3.20","975","515790",
"Canada","Males","'70-74'","2008","0.15","0.14","0.17","4.02","620","400165",
"Canada","Males","'75-79'","2008","0.12","0.11","0.14","5.00","400","324735",
"Canada","Males","'80+'","2008","0.09","0.08","0.10","5.27","360","409565",
"Canada","Males","'80-84'","2008","0.11","0.10","0.12","6.32","250","227180",
"Canada","Males","'85-89'","2008","0.07","0.05","0.08","10.85","85","124490",
"Canada","Males","'90+'","2008","0.03","0.02","0.05","22.36","20","57890",
"Canada","Males","'20+'","2009","0.13","0.13","0.13","0.87","13310","10045995",
"Canada","Males","'20-34'","2009","0.05","0.05","0.05","2.77","1300","2684865",
"Canada","Males","'20-24'","2009","0.02","0.02","0.02","7.78","165","896565",
"Canada","Males","'25-29'","2009","0.05","0.04","0.05","4.82","430","910300",
"Canada","Males","'30-34'","2009","0.08","0.07","0.09","3.77","705","878000",
"Canada","Males","'35-49'","2009","0.14","0.13","0.14","1.55","4155","3020550",
"Canada","Males","'35-39'","2009","0.11","0.10","0.12","3.12","1030","929315",
"Canada","Males","'40-44'","2009","0.14","0.13","0.14","2.74","1335","982915",
"Canada","Males","'45-49'","2009","0.16","0.15","0.17","2.37","1785","1108325",
"Canada","Males","'50-64'","2009","0.20","0.20","0.21","1.37","5350","2638510",
"Canada","Males","'50-54'","2009","0.19","0.18","0.20","2.29","1910","1023155",
"Canada","Males","'55-59'","2009","0.21","0.20","0.22","2.33","1835","872325",
"Canada","Males","'60-64'","2009","0.22","0.21","0.23","2.50","1605","743030",
"Canada","Males","'65-79'","2009","0.17","0.16","0.17","2.17","2115","1276530",
"Canada","Males","'65-69'","2009","0.20","0.19","0.21","3.05","1075","538250",
"Canada","Males","'70-74'","2009","0.16","0.14","0.17","3.97","635","409580",
"Canada","Males","'75-79'","2009","0.12","0.11","0.14","4.97","405","328700",
"Canada","Males","'80+'","2009","0.09","0.08","0.10","5.03","395","425545",
"Canada","Males","'80-84'","2009","0.11","0.10","0.13","6.14","265","233170",
"Canada","Males","'85-89'","2009","0.08","0.07","0.10","9.53","110","130000",
"Canada","Males","'90+'","2009","0.04","0.03","0.06","20.00","25","62370",
"Canada","Males","'20+'","2010","0.14","0.14","0.14","0.84","14185","10241730",
"Canada","Males","'20-34'","2010","0.06","0.05","0.06","2.56","1520","2741665",
"Canada","Males","'20-24'","2010","0.02","0.02","0.03","6.74","220","911715",
"Canada","Males","'25-29'","2010","0.06","0.05","0.06","4.28","545","934020",
"Canada","Males","'30-34'","2010","0.08","0.08","0.09","3.64","755","895935",
"Canada","Males","'35-49'","2010","0.14","0.14","0.15","1.52","4355","3008775",
"Canada","Males","'35-39'","2010","0.12","0.11","0.13","3.00","1110","923215",
"Canada","Males","'40-44'","2010","0.14","0.14","0.15","2.67","1405","983495",
"Canada","Males","'45-49'","2010","0.17","0.16","0.18","2.33","1845","1102075",
"Canada","Males","'50-64'","2010","0.21","0.20","0.21","1.34","5610","2732840",
"Canada","Males","'50-54'","2010","0.19","0.18","0.19","2.26","1950","1049750",
"Canada","Males","'55-59'","2010","0.22","0.21","0.23","2.25","1970","904530",
"Canada","Males","'60-64'","2010","0.22","0.21","0.23","2.44","1685","778560",
"Canada","Males","'65-79'","2010","0.17","0.17","0.18","2.09","2285","1313755",
"Canada","Males","'65-69'","2010","0.21","0.20","0.22","2.93","1165","559500",
"Canada","Males","'70-74'","2010","0.16","0.15","0.18","3.79","695","421755",
"Canada","Males","'75-79'","2010","0.13","0.11","0.14","4.88","420","332490",
"Canada","Males","'80+'","2010","0.09","0.08","0.10","4.91","415","444695",
"Canada","Males","'80-84'","2010","0.12","0.10","0.13","5.92","285","240835",
"Canada","Males","'85-89'","2010","0.08","0.06","0.09","9.76","105","135455",
"Canada","Males","'90+'","2010","0.04","0.02","0.05","20.00","25","68405",
"Canada","Males","'20+'","2011","0.14","0.14","0.14","0.82","14740","10461090",
"Canada","Males","'20-34'","2011","0.05","0.05","0.06","2.54","1550","2819545",
"Canada","Males","'20-24'","2011","0.02","0.02","0.03","6.90","210","945220",
"Canada","Males","'25-29'","2011","0.06","0.05","0.06","4.28","545","955235",
"Canada","Males","'30-34'","2011","0.09","0.08","0.09","3.55","795","919090",
"Canada","Males","'35-49'","2011","0.15","0.14","0.15","1.50","4435","2998100",
"Canada","Males","'35-39'","2011","0.13","0.12","0.13","2.94","1155","923480",
"Canada","Males","'40-44'","2011","0.14","0.14","0.15","2.64","1430","988870",
"Canada","Males","'45-49'","2011","0.17","0.16","0.18","2.33","1845","1085740",
"Canada","Males","'50-64'","2011","0.21","0.20","0.21","1.31","5805","2800555",
"Canada","Males","'50-54'","2011","0.19","0.18","0.20","2.21","2050","1072440",
"Canada","Males","'55-59'","2011","0.22","0.21","0.23","2.22","2025","937680",
"Canada","Males","'60-64'","2011","0.22","0.21","0.23","2.40","1730","790430",
"Canada","Males","'65-79'","2011","0.18","0.18","0.19","1.99","2535","1380425",
"Canada","Males","'65-69'","2011","0.22","0.21","0.23","2.76","1315","605940",
"Canada","Males","'70-74'","2011","0.18","0.17","0.19","3.57","785","437725",
"Canada","Males","'75-79'","2011","0.13","0.12","0.14","4.77","440","336770",
"Canada","Males","'80+'","2011","0.09","0.08","0.10","4.88","420","462475",
"Canada","Males","'80-84'","2011","0.12","0.10","0.13","5.92","285","247810",
"Canada","Males","'85-89'","2011","0.07","0.06","0.09","9.76","105","140155",
"Canada","Males","'90+'","2011","0.04","0.03","0.06","18.26","30","74510",
"Canada","Males","'20+'","2012","0.14","0.14","0.15","0.81","15240","10670885",
"Canada","Males","'20-34'","2012","0.05","0.05","0.06","2.56","1530","2883030",
"Canada","Males","'20-24'","2012","0.02","0.02","0.02","7.45","180","959545",
"Canada","Males","'25-29'","2012","0.06","0.05","0.06","4.32","535","972560",
"Canada","Males","'30-34'","2012","0.09","0.08","0.09","3.50","815","950925",
"Canada","Males","'35-49'","2012","0.15","0.15","0.16","1.49","4505","2983120",
"Canada","Males","'35-39'","2012","0.13","0.12","0.14","2.88","1205","930230",
"Canada","Males","'40-44'","2012","0.15","0.14","0.16","2.60","1480","992245",
"Canada","Males","'45-49'","2012","0.17","0.16","0.18","2.35","1815","1060635",
"Canada","Males","'50-64'","2012","0.21","0.21","0.22","1.28","6060","2872290",
"Canada","Males","'50-54'","2012","0.20","0.19","0.20","2.16","2140","1094955",
"Canada","Males","'55-59'","2012","0.22","0.21","0.23","2.15","2165","971255",
"Canada","Males","'60-64'","2012","0.22","0.21","0.23","2.38","1760","806085",
"Canada","Males","'65-79'","2012","0.19","0.18","0.19","1.92","2700","1452105",
"Canada","Males","'65-69'","2012","0.21","0.20","0.23","2.68","1395","648930",
"Canada","Males","'70-74'","2012","0.18","0.17","0.20","3.45","840","459015",
"Canada","Males","'75-79'","2012","0.14","0.12","0.15","4.64","465","344165",
"Canada","Males","'80+'","2012","0.09","0.09","0.10","4.71","450","480350",
"Canada","Males","'80-84'","2012","0.11","0.10","0.12","5.98","280","253640",
"Canada","Males","'85-89'","2012","0.09","0.08","0.11","8.61","135","146270",
"Canada","Males","'90+'","2012","0.04","0.03","0.06","16.90","35","80440",
"Canada","Males","'20+'","2013","0.14","0.14","0.15","0.80","15715","10866710",
"Canada","Males","'20-34'","2013","0.05","0.05","0.06","2.54","1555","2938120",
"Canada","Males","'20-24'","2013","0.02","0.01","0.02","8.03","155","966850",
"Canada","Males","'25-29'","2013","0.05","0.05","0.06","4.36","525","989600",
"Canada","Males","'30-34'","2013","0.09","0.08","0.10","3.37","880","981680",
"Canada","Males","'35-49'","2013","0.15","0.15","0.16","1.48","4535","2968025",
"Canada","Males","'35-39'","2013","0.13","0.12","0.14","2.83","1245","942840",
"Canada","Males","'40-44'","2013","0.15","0.14","0.16","2.59","1490","989145",
"Canada","Males","'45-49'","2013","0.17","0.17","0.18","2.36","1800","1036045",
"Canada","Males","'50-64'","2013","0.21","0.21","0.22","1.26","6265","2944175",
"Canada","Males","'50-54'","2013","0.20","0.19","0.21","2.13","2210","1115810",
"Canada","Males","'55-59'","2013","0.22","0.21","0.23","2.14","2185","998815",
"Canada","Males","'60-64'","2013","0.22","0.21","0.24","2.32","1865","829545",
"Canada","Males","'65-79'","2013","0.19","0.18","0.20","1.86","2900","1519510",
"Canada","Males","'65-69'","2013","0.22","0.21","0.23","2.59","1495","683715",
"Canada","Males","'70-74'","2013","0.19","0.18","0.20","3.31","915","481925",
"Canada","Males","'75-79'","2013","0.14","0.13","0.15","4.49","495","353875",
"Canada","Males","'80+'","2013","0.09","0.09","0.10","4.64","465","496880",
"Canada","Males","'80-84'","2013","0.11","0.10","0.12","5.98","280","259190",
"Canada","Males","'85-89'","2013","0.09","0.07","0.11","8.61","135","151405",
"Canada","Males","'90+'","2013","0.05","0.03","0.06","15.81","40","86275",
"Canada","Males","'20+'","2014","0.15","0.15","0.15","0.78","16265","11035770",
"Canada","Males","'20-34'","2014","0.05","0.05","0.06","2.51","1590","2985370",
"Canada","Males","'20-24'","2014","0.01","0.01","0.02","8.94","125","969005",
"Canada","Males","'25-29'","2014","0.05","0.05","0.06","4.39","520","1007770",
"Canada","Males","'30-34'","2014","0.09","0.09","0.10","3.24","950","1008605",
"Canada","Males","'35-49'","2014","0.16","0.15","0.16","1.47","4615","2956560",
"Canada","Males","'35-39'","2014","0.13","0.13","0.14","2.80","1280","955430",
"Canada","Males","'40-44'","2014","0.15","0.15","0.16","2.56","1520","983975",
"Canada","Males","'45-49'","2014","0.18","0.17","0.19","2.35","1815","1017150",
"Canada","Males","'50-64'","2014","0.22","0.21","0.22","1.24","6460","3003325",
"Canada","Males","'50-54'","2014","0.20","0.19","0.21","2.11","2245","1123875",
"Canada","Males","'55-59'","2014","0.22","0.21","0.23","2.11","2245","1021625",
"Canada","Males","'60-64'","2014","0.23","0.22","0.24","2.25","1975","857825",
"Canada","Males","'65-79'","2014","0.20","0.19","0.20","1.79","3130","1586745",
"Canada","Males","'65-69'","2014","0.22","0.21","0.23","2.50","1595","719380",
"Canada","Males","'70-74'","2014","0.20","0.19","0.21","3.15","1005","503675",
"Canada","Males","'75-79'","2014","0.15","0.13","0.16","4.34","530","363685",
"Canada","Males","'80+'","2014","0.09","0.09","0.10","4.59","475","503775",
"Canada","Males","'80-84'","2014","0.11","0.10","0.12","5.92","285","263915",
"Canada","Males","'85-89'","2014","0.09","0.08","0.11","8.30","145","154510",
"Canada","Males","'90+'","2014","0.05","0.04","0.07","14.91","45","85350",
"Canada","Males","'20+'","2015","0.15","0.15","0.15","0.77","16840","11198210",
"Canada","Males","'20-34'","2015","0.05","0.05","0.06","2.50","1600","3017100",
"Canada","Males","'20-24'","2015","0.01","0.01","0.01","9.13","120","963390",
"Canada","Males","'25-29'","2015","0.05","0.04","0.05","4.47","500","1023375",
"Canada","Males","'30-34'","2015","0.10","0.09","0.10","3.19","985","1030345",
"Canada","Males","'35-49'","2015","0.16","0.16","0.16","1.45","4740","2960305",
"Canada","Males","'35-39'","2015","0.13","0.13","0.14","2.77","1300","971775",
"Canada","Males","'40-44'","2015","0.16","0.16","0.17","2.51","1590","973910",
"Canada","Males","'45-49'","2015","0.18","0.17","0.19","2.32","1850","1014610",
"Canada","Males","'50-64'","2015","0.22","0.21","0.22","1.23","6655","3048840",
"Canada","Males","'50-54'","2015","0.21","0.20","0.21","2.09","2285","1113800",
"Canada","Males","'55-59'","2015","0.22","0.21","0.23","2.09","2285","1046000",
"Canada","Males","'60-64'","2015","0.23","0.22","0.24","2.19","2085","889040",
"Canada","Males","'65-79'","2015","0.20","0.20","0.21","1.73","3345","1652940",
"Canada","Males","'65-69'","2015","0.22","0.21","0.23","2.45","1665","753725",
"Canada","Males","'70-74'","2015","0.21","0.19","0.22","3.04","1085","523905",
"Canada","Males","'75-79'","2015","0.16","0.15","0.17","4.10","595","375305",
"Canada","Males","'80+'","2015","0.10","0.09","0.10","4.49","495","519030",
"Canada","Males","'80-84'","2015","0.11","0.10","0.12","5.82","295","268630",
"Canada","Males","'85-89'","2015","0.09","0.08","0.11","8.16","150","163150",
"Canada","Males","'90+'","2015","0.06","0.05","0.08","13.48","55","87255",
"Canada","Males","'20+'","2016","0.15","0.15","0.16","0.76","17390","11383275",
"Canada","Males","'20-34'","2016","0.05","0.05","0.06","2.47","1635","3053615",
"Canada","Males","'20-24'","2016","0.01","0.01","0.02","8.77","130","958950",
"Canada","Males","'25-29'","2016","0.05","0.04","0.05","4.49","495","1041880",
"Canada","Males","'30-34'","2016","0.10","0.09","0.10","3.15","1010","1052790",
"Canada","Males","'35-49'","2016","0.16","0.16","0.17","1.44","4845","2985995",
"Canada","Males","'35-39'","2016","0.13","0.12","0.14","2.76","1310","995665",
"Canada","Males","'40-44'","2016","0.17","0.16","0.18","2.46","1655","972445",
"Canada","Males","'45-49'","2016","0.18","0.18","0.19","2.31","1880","1017890",
"Canada","Males","'50-64'","2016","0.22","0.22","0.23","1.21","6820","3082725",
"Canada","Males","'50-54'","2016","0.21","0.20","0.22","2.09","2300","1095030",
"Canada","Males","'55-59'","2016","0.22","0.21","0.23","2.05","2380","1066830",
"Canada","Males","'60-64'","2016","0.23","0.22","0.24","2.16","2140","920870",
"Canada","Males","'65-79'","2016","0.21","0.20","0.21","1.67","3570","1723420",
"Canada","Males","'65-69'","2016","0.22","0.21","0.23","2.42","1705","764525",
"Canada","Males","'70-74'","2016","0.21","0.20","0.23","2.87","1215","568440",
"Canada","Males","'75-79'","2016","0.17","0.16","0.18","3.91","655","390460",
"Canada","Males","'80+'","2016","0.10","0.09","0.10","4.41","515","537515",
"Canada","Males","'80-84'","2016","0.12","0.10","0.13","5.59","320","274115",
"Canada","Males","'85-89'","2016","0.08","0.07","0.10","8.45","140","170250",
"Canada","Males","'90+'","2016","0.06","0.04","0.08","13.48","55","93155",
"Canada","Males","'20+'","2017","0.16","0.15","0.16","0.75","17965","11568040",
"Canada","Males","'20-34'","2017","0.05","0.05","0.06","2.48","1630","3087350",
"Canada","Males","'20-24'","2017","0.01","0.01","0.02","8.94","125","958640",
"Canada","Males","'25-29'","2017","0.05","0.04","0.05","4.54","485","1059565",
"Canada","Males","'30-34'","2017","0.10","0.09","0.10","3.13","1020","1069140",
"Canada","Males","'35-49'","2017","0.17","0.16","0.17","1.41","5020","3022495",
"Canada","Males","'35-39'","2017","0.13","0.12","0.14","2.72","1350","1026910",
"Canada","Males","'40-44'","2017","0.17","0.17","0.18","2.42","1705","976670",
"Canada","Males","'45-49'","2017","0.19","0.18","0.20","2.26","1955","1018905",
"Canada","Males","'50-64'","2017","0.23","0.22","0.23","1.20","6995","3105655",
"Canada","Males","'50-54'","2017","0.21","0.20","0.22","2.10","2265","1066720",
"Canada","Males","'55-59'","2017","0.23","0.22","0.23","2.02","2450","1086810",
"Canada","Males","'60-64'","2017","0.24","0.23","0.25","2.09","2280","952125",
"Canada","Males","'65-79'","2017","0.21","0.20","0.22","1.63","3755","1796585",
"Canada","Males","'65-69'","2017","0.22","0.21","0.23","2.40","1740","778495",
"Canada","Males","'70-74'","2017","0.21","0.20","0.22","2.78","1295","608525",
"Canada","Males","'75-79'","2017","0.18","0.16","0.19","3.73","720","409565",
"Canada","Males","'80+'","2017","0.10","0.09","0.11","4.19","570","555970",
"Canada","Males","'80-84'","2017","0.13","0.11","0.14","5.31","355","281375",
"Canada","Males","'85-89'","2017","0.09","0.07","0.10","8.16","150","175655",
"Canada","Males","'90+'","2017","0.07","0.06","0.09","11.95","70","98945",
"Canada","Males","'20+'","2018","0.16","0.15","0.16","0.73","18535","11791960",
"Canada","Males","'20-34'","2018","0.05","0.05","0.05","2.50","1595","3141190",
"Canada","Males","'20-24'","2018","0.01","0.01","0.01","9.13","120","964295",
"Canada","Males","'25-29'","2018","0.04","0.04","0.04","4.77","440","1079535",
"Canada","Males","'30-34'","2018","0.09","0.09","0.10","3.10","1040","1097375",
"Canada","Males","'35-49'","2018","0.17","0.16","0.17","1.39","5195","3072100",
"Canada","Males","'35-39'","2018","0.13","0.13","0.14","2.64","1435","1064380",
"Canada","Males","'40-44'","2018","0.17","0.17","0.18","2.40","1730","992330",
"Canada","Males","'45-49'","2018","0.20","0.19","0.21","2.22","2025","1015385",
"Canada","Males","'50-64'","2018","0.23","0.22","0.23","1.19","7115","3129920",
"Canada","Males","'50-54'","2018","0.21","0.21","0.22","2.11","2240","1042425",
"Canada","Males","'55-59'","2018","0.23","0.22","0.24","1.99","2535","1107390",
"Canada","Males","'60-64'","2018","0.24","0.23","0.25","2.07","2345","980115",
"Canada","Males","'65-79'","2018","0.21","0.21","0.22","1.58","4020","1872995",
"Canada","Males","'65-69'","2018","0.23","0.22","0.24","2.33","1845","801820",
"Canada","Males","'70-74'","2018","0.22","0.21","0.23","2.67","1400","640830",
"Canada","Males","'75-79'","2018","0.18","0.17","0.19","3.60","770","430345",
"Canada","Males","'80+'","2018","0.11","0.10","0.11","4.07","605","575740",
"Canada","Males","'80-84'","2018","0.13","0.12","0.14","5.16","375","290040",
"Canada","Males","'85-89'","2018","0.09","0.08","0.10","7.91","160","180850",
"Canada","Males","'90+'","2018","0.06","0.05","0.08","12.40","65","104850",
"Canada","Males","'20+'","2019","0.16","0.16","0.16","0.72","19105","12041435",
"Canada","Males","'20-34'","2019","0.05","0.05","0.05","2.50","1600","3207545",
"Canada","Males","'20-24'","2019","0.01","0.01","0.02","8.45","140","969090",
"Canada","Males","'25-29'","2019","0.04","0.03","0.04","4.85","425","1101825",
"Canada","Males","'30-34'","2019","0.09","0.09","0.10","3.11","1035","1136630",
"Canada","Males","'35-49'","2019","0.17","0.17","0.18","1.36","5370","3130680",
"Canada","Males","'35-39'","2019","0.14","0.13","0.15","2.55","1535","1104530",
"Canada","Males","'40-44'","2019","0.18","0.17","0.18","2.37","1780","1012300",
"Canada","Males","'45-49'","2019","0.20","0.19","0.21","2.21","2050","1013845",
"Canada","Males","'50-64'","2019","0.23","0.22","0.23","1.18","7225","3147985",
"Canada","Males","'50-54'","2019","0.22","0.21","0.23","2.12","2230","1026590",
"Canada","Males","'55-59'","2019","0.23","0.22","0.24","1.97","2585","1117120",
"Canada","Males","'60-64'","2019","0.24","0.23","0.25","2.04","2410","1004280",
"Canada","Males","'65-79'","2019","0.22","0.21","0.23","1.53","4275","1957585",
"Canada","Males","'65-69'","2019","0.23","0.22","0.24","2.27","1940","831160",
"Canada","Males","'70-74'","2019","0.22","0.21","0.23","2.59","1495","675970",
"Canada","Males","'75-79'","2019","0.19","0.18","0.20","3.44","845","450455",
"Canada","Males","'80+'","2019","0.11","0.10","0.11","3.97","635","597640",
"Canada","Males","'80-84'","2019","0.13","0.12","0.15","4.97","405","300040",
"Canada","Males","'85-89'","2019","0.09","0.07","0.10","7.91","160","185490",
"Canada","Males","'90+'","2019","0.07","0.05","0.08","11.55","75","112115",
"Newfoundland and Labrador","Both sexes","'20+'","2003","","","","","","",
"Newfoundland and Labrador","Both sexes","'20-34'","2003","","","","","","",
"Newfoundland and Labrador","Both sexes","'35-49'","2003","","","","","","",
"Newfoundland and Labrador","Both sexes","'50-64'","2003","","","","","","",
"Newfoundland and Labrador","Both sexes","'65-79'","2003","","","","","","",
"Newfoundland and Labrador","Both sexes","'80+'","2003","","","","","","",
"Newfoundland and Labrador","Both sexes","'20+'","2004","","","","","","",
"Newfoundland and Labrador","Both sexes","'20-34'","2004","","","","","","",
"Newfoundland and Labrador","Both sexes","'35-49'","2004","","","","","","",
"Newfoundland and Labrador","Both sexes","'50-64'","2004","","","","","","",
"Newfoundland and Labrador","Both sexes","'65-79'","2004","","","","","","",
"Newfoundland and Labrador","Both sexes","'80+'","2004","","","","","","",
"Newfoundland and Labrador","Both sexes","'20+'","2005","","","","","","",
"Newfoundland and Labrador","Both sexes","'20-34'","2005","","","","","","",
"Newfoundland and Labrador","Both sexes","'35-49'","2005","","","","","","",
"Newfoundland and Labrador","Both sexes","'50-64'","2005","","","","","","",
"Newfoundland and Labrador","Both sexes","'65-79'","2005","","","","","","",
"Newfoundland and Labrador","Both sexes","'80+'","2005","","","","","","",
"Newfoundland and Labrador","Both sexes","'20+'","2006","","","","","","",
"Newfoundland and Labrador","Both sexes","'20-34'","2006","","","","","","",
"Newfoundland and Labrador","Both sexes","'35-49'","2006","","","","","","",
"Newfoundland and Labrador","Both sexes","'50-64'","2006","","","","","","",
"Newfoundland and Labrador","Both sexes","'65-79'","2006","","","","","","",
"Newfoundland and Labrador","Both sexes","'80+'","2006","","","","","","",
"Newfoundland and Labrador","Both sexes","'20+'","2007","","","","","","",
"Newfoundland and Labrador","Both sexes","'20-34'","2007","","","","","","",
"Newfoundland and Labrador","Both sexes","'35-49'","2007","","","","","","",
"Newfoundland and Labrador","Both sexes","'50-64'","2007","","","","","","",
"Newfoundland and Labrador","Both sexes","'65-79'","2007","","","","","","",
"Newfoundland and Labrador","Both sexes","'80+'","2007","","","","","","",
"Newfoundland and Labrador","Both sexes","'20+'","2008","0.12","0.11","0.14","4.36","525","421315",
"Newfoundland and Labrador","Both sexes","'20-34'","2008","0.06","0.04","0.07","13.48","55","99595",
"Newfoundland and Labrador","Both sexes","'35-49'","2008","0.17","0.15","0.20","6.90","210","122915",
"Newfoundland and Labrador","Both sexes","'50-64'","2008","0.16","0.14","0.19","7.07","200","122760",
"Newfoundland and Labrador","Both sexes","'65-79'","2008","0.08","0.06","0.11","14.14","50","59160",
"Newfoundland and Labrador","Both sexes","'80+'","2008","","","","","","",
"Newfoundland and Labrador","Both sexes","'20+'","2009","0.13","0.12","0.14","4.28","545","409115",
"Newfoundland and Labrador","Both sexes","'20-34'","2009","0.07","0.05","0.09","13.48","55","82865",
"Newfoundland and Labrador","Both sexes","'35-49'","2009","0.17","0.15","0.19","6.98","205","122110",
"Newfoundland and Labrador","Both sexes","'50-64'","2009","0.18","0.15","0.20","6.74","220","125630",
"Newfoundland and Labrador","Both sexes","'65-79'","2009","0.10","0.07","0.13","12.91","60","61335",
"Newfoundland and Labrador","Both sexes","'80+'","2009","","","","","","",
"Newfoundland and Labrador","Both sexes","'20+'","2010","0.14","0.13","0.15","4.17","575","413425",
"Newfoundland and Labrador","Both sexes","'20-34'","2010","0.07","0.05","0.09","13.48","55","83065",
"Newfoundland and Labrador","Both sexes","'35-49'","2010","0.17","0.15","0.20","6.90","210","120755",
"Newfoundland and Labrador","Both sexes","'50-64'","2010","0.18","0.16","0.21","6.59","230","127655",
"Newfoundland and Labrador","Both sexes","'65-79'","2010","0.10","0.08","0.13","12.40","65","64455",
"Newfoundland and Labrador","Both sexes","'80+'","2010","0.06","0.03","0.11","31.62","10","17480",
"Newfoundland and Labrador","Both sexes","'20+'","2011","0.14","0.13","0.16","4.08","600","418030",
"Newfoundland and Labrador","Both sexes","'20-34'","2011","0.07","0.05","0.09","13.48","55","84080",
"Newfoundland and Labrador","Both sexes","'35-49'","2011","0.18","0.16","0.21","6.82","215","119200",
"Newfoundland and Labrador","Both sexes","'50-64'","2011","0.19","0.16","0.21","6.45","240","128915",
"Newfoundland and Labrador","Both sexes","'65-79'","2011","0.11","0.09","0.14","11.55","75","68100",
"Newfoundland and Labrador","Both sexes","'80+'","2011","0.08","0.05","0.14","25.82","15","17735",
"Newfoundland and Labrador","Both sexes","'20+'","2012","0.14","0.13","0.15","4.00","625","437345",
"Newfoundland and Labrador","Both sexes","'20-34'","2012","0.04","0.03","0.06","14.91","45","100095",
"Newfoundland and Labrador","Both sexes","'35-49'","2012","0.19","0.17","0.22","6.67","225","117670",
"Newfoundland and Labrador","Both sexes","'50-64'","2012","0.20","0.17","0.22","6.26","255","129865",
"Newfoundland and Labrador","Both sexes","'65-79'","2012","0.11","0.09","0.14","11.18","80","71620",
"Newfoundland and Labrador","Both sexes","'80+'","2012","0.08","0.05","0.14","25.82","15","18085",
"Newfoundland and Labrador","Both sexes","'20+'","2013","0.15","0.14","0.16","3.92","650","438890",
"Newfoundland and Labrador","Both sexes","'20-34'","2013","0.05","0.03","0.06","14.91","45","99250",
"Newfoundland and Labrador","Both sexes","'35-49'","2013","0.20","0.18","0.23","6.52","235","115400",
"Newfoundland and Labrador","Both sexes","'50-64'","2013","0.20","0.18","0.23","6.14","265","130735",
"Newfoundland and Labrador","Both sexes","'65-79'","2013","0.12","0.10","0.15","10.54","90","74985",
"Newfoundland and Labrador","Both sexes","'80+'","2013","0.08","0.05","0.13","25.82","15","18520",
"Newfoundland and Labrador","Both sexes","'20+'","2014","0.15","0.14","0.16","3.89","660","436325",
"Newfoundland and Labrador","Both sexes","'20-34'","2014","0.05","0.04","0.07","14.14","50","97375",
"Newfoundland and Labrador","Both sexes","'35-49'","2014","0.21","0.19","0.24","6.45","240","113450",
"Newfoundland and Labrador","Both sexes","'50-64'","2014","0.21","0.18","0.23","6.09","270","131405",
"Newfoundland and Labrador","Both sexes","'65-79'","2014","0.12","0.10","0.15","10.26","95","78255",
"Newfoundland and Labrador","Both sexes","'80+'","2014","","","","","","",
"Newfoundland and Labrador","Both sexes","'20+'","2015","0.16","0.15","0.17","3.79","695","440320",
