"Data Table: Gout and other crystal arthropathies (active), Crude prevalence, percent"
"Area","Sex","Age Group","Year","Rate (%)","Rate_95%_CI_Lower","Rate_95%_CI_Upper","Rate CV","Counts","Population",
"Canada","Both sexes","'20+'","2007","1.24","1.23","1.24","0.18","316155","25512470",
"Canada","Both sexes","'20-34'","2007","0.13","0.13","0.14","1.06","8865","6654755",
"Canada","Both sexes","'20-24'","2007","0.03","0.03","0.03","4.02","620","2210670",
"Canada","Both sexes","'25-29'","2007","0.11","0.11","0.11","2.01","2470","2235195",
"Canada","Both sexes","'30-34'","2007","0.26","0.25","0.27","1.32","5775","2208880",
"Canada","Both sexes","'35-49'","2007","0.69","0.68","0.69","0.43","53100","7708540",
"Canada","Both sexes","'35-39'","2007","0.45","0.45","0.46","0.97","10690","2351165",
"Canada","Both sexes","'40-44'","2007","0.66","0.65","0.67","0.76","17125","2595285",
"Canada","Both sexes","'45-49'","2007","0.92","0.90","0.93","0.63","25275","2762080",
"Canada","Both sexes","'50-64'","2007","1.57","1.56","1.58","0.31","101340","6448570",
"Canada","Both sexes","'50-54'","2007","1.21","1.19","1.22","0.57","30440","2521070",
"Canada","Both sexes","'55-59'","2007","1.62","1.61","1.64","0.54","34775","2143340",
"Canada","Both sexes","'60-64'","2007","2.02","2.00","2.05","0.53","36125","1784160",
"Canada","Both sexes","'65-79'","2007","2.99","2.97","3.01","0.32","99710","3334755",
"Canada","Both sexes","'65-69'","2007","2.50","2.47","2.53","0.55","33315","1332125",
"Canada","Both sexes","'70-74'","2007","3.10","3.06","3.13","0.55","33275","1075020",
"Canada","Both sexes","'75-79'","2007","3.57","3.53","3.61","0.55","33120","927610",
"Canada","Both sexes","'80+'","2007","3.89","3.86","3.92","0.43","53145","1365860",
"Canada","Both sexes","'80-84'","2007","3.90","3.85","3.94","0.61","27145","696680",
"Canada","Both sexes","'85-89'","2007","4.08","4.02","4.14","0.76","17280","423905",
"Canada","Both sexes","'90+'","2007","3.56","3.48","3.63","1.07","8725","245280",
"Canada","Both sexes","'20+'","2008","1.27","1.27","1.28","0.17","334725","26278795",
"Canada","Both sexes","'20-34'","2008","0.13","0.13","0.14","1.04","9210","6847205",
"Canada","Both sexes","'20-24'","2008","0.03","0.03","0.03","3.97","635","2263300",
"Canada","Both sexes","'25-29'","2008","0.11","0.11","0.12","1.96","2595","2313325",
"Canada","Both sexes","'30-34'","2008","0.26","0.26","0.27","1.29","5980","2270580",
"Canada","Both sexes","'35-49'","2008","0.71","0.70","0.72","0.43","55195","7772935",
"Canada","Both sexes","'35-39'","2008","0.47","0.46","0.48","0.95","11190","2375275",
"Canada","Both sexes","'40-44'","2008","0.69","0.68","0.70","0.75","17615","2561030",
"Canada","Both sexes","'45-49'","2008","0.93","0.92","0.94","0.62","26390","2836630",
"Canada","Both sexes","'50-64'","2008","1.59","1.58","1.60","0.30","107720","6771365",
"Canada","Both sexes","'50-54'","2008","1.23","1.22","1.24","0.56","32250","2624950",
"Canada","Both sexes","'55-59'","2008","1.63","1.62","1.65","0.52","36595","2241870",
"Canada","Both sexes","'60-64'","2008","2.04","2.02","2.06","0.51","38875","1904545",
"Canada","Both sexes","'65-79'","2008","3.05","3.03","3.07","0.31","105710","3465495",
"Canada","Both sexes","'65-69'","2008","2.55","2.52","2.57","0.53","36040","1415545",
"Canada","Both sexes","'70-74'","2008","3.15","3.12","3.18","0.53","34955","1110365",
"Canada","Both sexes","'75-79'","2008","3.69","3.66","3.73","0.54","34715","939580",
"Canada","Both sexes","'80+'","2008","4.00","3.97","4.03","0.42","56890","1421800",
"Canada","Both sexes","'80-84'","2008","3.99","3.95","4.04","0.59","28585","715815",
"Canada","Both sexes","'85-89'","2008","4.17","4.11","4.23","0.73","18835","451775",
"Canada","Both sexes","'90+'","2008","3.72","3.65","3.80","1.03","9465","254210",
"Canada","Both sexes","'20+'","2009","1.29","1.29","1.30","0.17","345080","26683705",
"Canada","Both sexes","'20-34'","2009","0.13","0.13","0.14","1.04","9325","6944070",
"Canada","Both sexes","'20-24'","2009","0.03","0.03","0.03","3.89","660","2296005",
"Canada","Both sexes","'25-29'","2009","0.11","0.11","0.12","1.94","2660","2347520",
"Canada","Both sexes","'30-34'","2009","0.26","0.25","0.27","1.29","6005","2300550",
"Canada","Both sexes","'35-49'","2009","0.72","0.72","0.73","0.42","55890","7723490",
"Canada","Both sexes","'35-39'","2009","0.48","0.48","0.49","0.93","11460","2368250",
"Canada","Both sexes","'40-44'","2009","0.70","0.69","0.71","0.76","17535","2505005",
"Canada","Both sexes","'45-49'","2009","0.94","0.93","0.95","0.61","26890","2850230",
"Canada","Both sexes","'50-64'","2009","1.59","1.58","1.60","0.30","111410","6989030",
"Canada","Both sexes","'50-54'","2009","1.23","1.22","1.24","0.55","32910","2678990",
"Canada","Both sexes","'55-59'","2009","1.62","1.60","1.64","0.52","37545","2315790",
"Canada","Both sexes","'60-64'","2009","2.05","2.03","2.07","0.49","40960","1994250",
"Canada","Both sexes","'65-79'","2009","3.06","3.04","3.07","0.30","108825","3560720",
"Canada","Both sexes","'65-69'","2009","2.55","2.52","2.57","0.52","37650","1478500",
"Canada","Both sexes","'70-74'","2009","3.15","3.12","3.18","0.53","35780","1136100",
"Canada","Both sexes","'75-79'","2009","3.74","3.70","3.78","0.53","35400","946120",
"Canada","Both sexes","'80+'","2009","4.07","4.03","4.10","0.41","59620","1466390",
"Canada","Both sexes","'80-84'","2009","4.06","4.01","4.11","0.58","29545","727590",
"Canada","Both sexes","'85-89'","2009","4.24","4.18","4.30","0.71","19850","468435",
"Canada","Both sexes","'90+'","2009","3.78","3.71","3.85","0.99","10220","270360",
"Canada","Both sexes","'20+'","2010","1.31","1.30","1.31","0.17","355240","27171370",
"Canada","Both sexes","'20-34'","2010","0.14","0.13","0.14","1.02","9605","7077435",
"Canada","Both sexes","'20-24'","2010","0.03","0.03","0.03","3.71","725","2340415",
"Canada","Both sexes","'25-29'","2010","0.11","0.11","0.12","1.92","2705","2389000",
"Canada","Both sexes","'30-34'","2010","0.26","0.26","0.27","1.27","6175","2348025",
"Canada","Both sexes","'35-49'","2010","0.74","0.73","0.74","0.42","56650","7689130",
"Canada","Both sexes","'35-39'","2010","0.49","0.48","0.50","0.93","11530","2366320",
"Canada","Both sexes","'40-44'","2010","0.72","0.71","0.73","0.75","18015","2498620",
"Canada","Both sexes","'45-49'","2010","0.96","0.95","0.97","0.61","27100","2824190",
"Canada","Both sexes","'50-64'","2010","1.59","1.58","1.60","0.29","115090","7221525",
"Canada","Both sexes","'50-54'","2010","1.24","1.23","1.25","0.54","34020","2742030",
"Canada","Both sexes","'55-59'","2010","1.60","1.58","1.61","0.51","38225","2396510",
"Canada","Both sexes","'60-64'","2010","2.06","2.04","2.08","0.48","42845","2082985",
"Canada","Both sexes","'65-79'","2010","3.05","3.03","3.07","0.30","111700","3665450",
"Canada","Both sexes","'65-69'","2010","2.53","2.50","2.55","0.51","38940","1540170",
"Canada","Both sexes","'70-74'","2010","3.14","3.11","3.17","0.52","36765","1171575",
"Canada","Both sexes","'75-79'","2010","3.78","3.74","3.81","0.53","36005","953715",
"Canada","Both sexes","'80+'","2010","4.10","4.07","4.13","0.40","62190","1517820",
"Canada","Both sexes","'80-84'","2010","4.11","4.06","4.15","0.57","30500","742790",
"Canada","Both sexes","'85-89'","2010","4.25","4.20","4.31","0.70","20580","483680",
"Canada","Both sexes","'90+'","2010","3.81","3.74","3.88","0.95","11110","291355",
"Canada","Both sexes","'20+'","2011","1.33","1.33","1.34","0.16","368820","27633780",
"Canada","Both sexes","'20-34'","2011","0.14","0.14","0.14","1.00","10080","7203270",
"Canada","Both sexes","'20-24'","2011","0.03","0.03","0.03","3.60","770","2384515",
"Canada","Both sexes","'25-29'","2011","0.12","0.12","0.13","1.85","2935","2419435",
"Canada","Both sexes","'30-34'","2011","0.27","0.26","0.27","1.25","6370","2399310",
"Canada","Both sexes","'35-49'","2011","0.76","0.75","0.77","0.41","58095","7652905",
"Canada","Both sexes","'35-39'","2011","0.51","0.50","0.51","0.91","12020","2379285",
"Canada","Both sexes","'40-44'","2011","0.75","0.74","0.76","0.73","18665","2500410",
"Canada","Both sexes","'45-49'","2011","0.99","0.98","1.00","0.60","27410","2773210",
"Canada","Both sexes","'50-64'","2011","1.60","1.59","1.61","0.29","117970","7379065",
"Canada","Both sexes","'50-54'","2011","1.26","1.25","1.27","0.53","35115","2788860",
"Canada","Both sexes","'55-59'","2011","1.59","1.57","1.61","0.50","39390","2476685",
"Canada","Both sexes","'60-64'","2011","2.06","2.04","2.08","0.48","43460","2113515",
"Canada","Both sexes","'65-79'","2011","3.05","3.03","3.06","0.29","116860","3834995",
"Canada","Both sexes","'65-69'","2011","2.53","2.51","2.56","0.49","41995","1656935",
"Canada","Both sexes","'70-74'","2011","3.14","3.11","3.17","0.51","38210","1218110",
"Canada","Both sexes","'75-79'","2011","3.82","3.78","3.86","0.52","36655","959950",
"Canada","Both sexes","'80+'","2011","4.21","4.18","4.24","0.39","65815","1563545",
"Canada","Both sexes","'80-84'","2011","4.25","4.21","4.30","0.56","32230","757935",
"Canada","Both sexes","'85-89'","2011","4.35","4.29","4.41","0.68","21470","493695",
"Canada","Both sexes","'90+'","2011","3.89","3.82","3.96","0.91","12125","311930",
"Canada","Both sexes","'20+'","2012","1.36","1.36","1.37","0.16","383600","28107320",
"Canada","Both sexes","'20-34'","2012","0.14","0.14","0.15","0.97","10605","7328975",
"Canada","Both sexes","'20-24'","2012","0.03","0.03","0.03","3.56","790","2422340",
"Canada","Both sexes","'25-29'","2012","0.13","0.12","0.13","1.81","3060","2447775",
"Canada","Both sexes","'30-34'","2012","0.27","0.27","0.28","1.22","6750","2458855",
"Canada","Both sexes","'35-49'","2012","0.78","0.77","0.78","0.41","59155","7607855",
"Canada","Both sexes","'35-39'","2012","0.52","0.51","0.53","0.89","12580","2406550",
"Canada","Both sexes","'40-44'","2012","0.77","0.76","0.78","0.72","19290","2501500",
"Canada","Both sexes","'45-49'","2012","1.01","1.00","1.02","0.61","27285","2699810",
"Canada","Both sexes","'50-64'","2012","1.61","1.60","1.62","0.29","121370","7544135",
"Canada","Both sexes","'50-54'","2012","1.28","1.27","1.29","0.53","36275","2831645",
"Canada","Both sexes","'55-59'","2012","1.60","1.58","1.61","0.49","40855","2558305",
"Canada","Both sexes","'60-64'","2012","2.05","2.03","2.07","0.48","44240","2154180",
"Canada","Both sexes","'65-79'","2012","3.06","3.04","3.07","0.29","122815","4017125",
"Canada","Both sexes","'65-69'","2012","2.54","2.52","2.57","0.47","44895","1765040",
"Canada","Both sexes","'70-74'","2012","3.15","3.11","3.18","0.50","40130","1275945",
"Canada","Both sexes","'75-79'","2012","3.87","3.83","3.91","0.51","37790","976140",
"Canada","Both sexes","'80+'","2012","4.33","4.30","4.36","0.38","69650","1609220",
"Canada","Both sexes","'80-84'","2012","4.39","4.34","4.43","0.54","33760","769880",
"Canada","Both sexes","'85-89'","2012","4.46","4.41","4.52","0.66","22630","507060",
"Canada","Both sexes","'90+'","2012","3.99","3.92","4.06","0.87","13260","332280",
"Canada","Both sexes","'20+'","2013","1.40","1.39","1.40","0.16","398700","28543650",
"Canada","Both sexes","'20-34'","2013","0.15","0.15","0.15","0.95","11115","7431295",
"Canada","Both sexes","'20-24'","2013","0.03","0.03","0.04","3.51","810","2439570",
"Canada","Both sexes","'25-29'","2013","0.13","0.13","0.13","1.76","3220","2476870",
"Canada","Both sexes","'30-34'","2013","0.28","0.28","0.29","1.19","7085","2514845",
"Canada","Both sexes","'35-49'","2013","0.80","0.79","0.81","0.41","60450","7562815",
"Canada","Both sexes","'35-39'","2013","0.53","0.52","0.54","0.88","12910","2442745",
"Canada","Both sexes","'40-44'","2013","0.80","0.79","0.81","0.71","19995","2492230",
"Canada","Both sexes","'45-49'","2013","1.05","1.04","1.06","0.60","27545","2627840",
"Canada","Both sexes","'50-64'","2013","1.62","1.61","1.63","0.28","125025","7706295",
"Canada","Both sexes","'50-54'","2013","1.30","1.28","1.31","0.52","37165","2867575",
"Canada","Both sexes","'55-59'","2013","1.62","1.61","1.64","0.48","42515","2622810",
"Canada","Both sexes","'60-64'","2013","2.05","2.03","2.07","0.47","45345","2215910",
"Canada","Both sexes","'65-79'","2013","3.07","3.06","3.09","0.28","128880","4195265",
"Canada","Both sexes","'65-69'","2013","2.55","2.53","2.58","0.46","47370","1855225",
"Canada","Both sexes","'70-74'","2013","3.18","3.15","3.21","0.48","42555","1338240",
"Canada","Both sexes","'75-79'","2013","3.89","3.85","3.93","0.51","38950","1001800",
"Canada","Both sexes","'80+'","2013","4.44","4.41","4.48","0.37","73235","1647985",
"Canada","Both sexes","'80-84'","2013","4.49","4.45","4.54","0.53","35030","779415",
"Canada","Both sexes","'85-89'","2013","4.60","4.54","4.66","0.65","23795","517190",
"Canada","Both sexes","'90+'","2013","4.10","4.03","4.17","0.83","14410","351385",
"Canada","Both sexes","'20+'","2014","1.43","1.43","1.44","0.16","414320","28927725",
"Canada","Both sexes","'20-34'","2014","0.15","0.15","0.16","0.93","11605","7512835",
"Canada","Both sexes","'20-24'","2014","0.03","0.03","0.04","3.44","845","2439470",
"Canada","Both sexes","'25-29'","2014","0.13","0.13","0.14","1.73","3330","2517365",
"Canada","Both sexes","'30-34'","2014","0.29","0.28","0.30","1.16","7430","2556000",
"Canada","Both sexes","'35-49'","2014","0.82","0.82","0.83","0.40","62020","7533515",
"Canada","Both sexes","'35-39'","2014","0.54","0.53","0.55","0.86","13435","2479990",
"Canada","Both sexes","'40-44'","2014","0.83","0.82","0.84","0.70","20670","2484935",
"Canada","Both sexes","'45-49'","2014","1.09","1.07","1.10","0.60","27920","2568595",
"Canada","Both sexes","'50-64'","2014","1.64","1.63","1.65","0.28","128670","7841515",
"Canada","Both sexes","'50-54'","2014","1.33","1.32","1.34","0.51","38305","2878650",
"Canada","Both sexes","'55-59'","2014","1.64","1.63","1.66","0.48","43915","2674600",
"Canada","Both sexes","'60-64'","2014","2.03","2.01","2.05","0.46","46445","2288255",
"Canada","Both sexes","'65-79'","2014","3.09","3.08","3.11","0.27","135175","4372405",
"Canada","Both sexes","'65-69'","2014","2.58","2.56","2.60","0.45","50210","1944745",
"Canada","Both sexes","'70-74'","2014","3.18","3.15","3.21","0.47","44545","1399175",
"Canada","Both sexes","'75-79'","2014","3.93","3.89","3.97","0.50","40420","1028490",
"Canada","Both sexes","'80+'","2014","4.61","4.58","4.64","0.36","76855","1667460",
"Canada","Both sexes","'80-84'","2014","4.59","4.54","4.63","0.53","36130","787790",
"Canada","Both sexes","'85-89'","2014","4.77","4.71","4.83","0.63","24975","523745",
"Canada","Both sexes","'90+'","2014","4.42","4.35","4.49","0.80","15745","355920",
"Canada","Both sexes","'20+'","2015","1.47","1.47","1.48","0.15","431395","29289835",
"Canada","Both sexes","'20-34'","2015","0.16","0.16","0.17","0.90","12320","7563560",
"Canada","Both sexes","'20-24'","2015","0.04","0.03","0.04","3.42","855","2420195",
"Canada","Both sexes","'25-29'","2015","0.14","0.13","0.14","1.69","3500","2557185",
"Canada","Both sexes","'30-34'","2015","0.31","0.30","0.31","1.12","7960","2586170",
"Canada","Both sexes","'35-49'","2015","0.85","0.84","0.85","0.40","63910","7544255",
"Canada","Both sexes","'35-39'","2015","0.55","0.55","0.56","0.85","13960","2518750",
"Canada","Both sexes","'40-44'","2015","0.86","0.85","0.87","0.69","21215","2471325",
"Canada","Both sexes","'45-49'","2015","1.13","1.11","1.14","0.59","28735","2554180",
"Canada","Both sexes","'50-64'","2015","1.68","1.67","1.69","0.27","133355","7938320",
"Canada","Both sexes","'50-54'","2015","1.38","1.36","1.39","0.51","39145","2843330",
"Canada","Both sexes","'55-59'","2015","1.68","1.66","1.69","0.47","45820","2731065",
"Canada","Both sexes","'60-64'","2015","2.05","2.03","2.07","0.45","48390","2363930",
"Canada","Both sexes","'65-79'","2015","3.12","3.10","3.14","0.27","141890","4547790",
"Canada","Both sexes","'65-69'","2015","2.60","2.58","2.62","0.44","52765","2028690",
"Canada","Both sexes","'70-74'","2015","3.22","3.19","3.25","0.46","46930","1457280",
"Canada","Both sexes","'75-79'","2015","3.97","3.94","4.01","0.49","42195","1061815",
"Canada","Both sexes","'80+'","2015","4.71","4.68","4.75","0.35","79925","1695910",
"Canada","Both sexes","'80-84'","2015","4.64","4.60","4.69","0.52","36970","795990",
"Canada","Both sexes","'85-89'","2015","4.88","4.82","4.94","0.62","26150","535560",
"Canada","Both sexes","'90+'","2015","4.61","4.54","4.68","0.77","16810","364370",
"Canada","Both sexes","'20+'","2016","1.51","1.51","1.51","0.15","448430","29707560",
"Canada","Both sexes","'20-34'","2016","0.17","0.17","0.17","0.88","12890","7623300",
"Canada","Both sexes","'20-24'","2016","0.03","0.03","0.04","3.45","840","2400025",
"Canada","Both sexes","'25-29'","2016","0.14","0.13","0.14","1.68","3555","2605785",
"Canada","Both sexes","'30-34'","2016","0.32","0.32","0.33","1.09","8490","2617485",
"Canada","Both sexes","'35-49'","2016","0.87","0.87","0.88","0.39","66495","7604050",
"Canada","Both sexes","'35-39'","2016","0.57","0.56","0.57","0.83","14540","2570935",
"Canada","Both sexes","'40-44'","2016","0.89","0.88","0.90","0.67","22015","2480685",
"Canada","Both sexes","'45-49'","2016","1.17","1.16","1.19","0.58","29945","2552435",
"Canada","Both sexes","'50-64'","2016","1.71","1.70","1.72","0.27","136925","8005565",
"Canada","Both sexes","'50-54'","2016","1.42","1.41","1.43","0.50","39605","2787900",
"Canada","Both sexes","'55-59'","2016","1.71","1.69","1.72","0.46","47370","2775120",
"Canada","Both sexes","'60-64'","2016","2.05","2.03","2.06","0.45","49955","2442545",
"Canada","Both sexes","'65-79'","2016","3.14","3.13","3.16","0.26","148825","4733540",
"Canada","Both sexes","'65-69'","2016","2.61","2.59","2.64","0.43","53795","2058030",
"Canada","Both sexes","'70-74'","2016","3.25","3.22","3.27","0.44","50955","1569965",
"Canada","Both sexes","'75-79'","2016","3.99","3.95","4.02","0.48","44075","1105545",
"Canada","Both sexes","'80+'","2016","4.78","4.75","4.82","0.35","83290","1741095",
"Canada","Both sexes","'80-84'","2016","4.71","4.66","4.75","0.51","37915","805755",
"Canada","Both sexes","'85-89'","2016","4.99","4.93","5.05","0.60","27545","551995",
"Canada","Both sexes","'90+'","2016","4.65","4.58","4.72","0.75","17835","383355",
"Canada","Both sexes","'20+'","2017","1.54","1.53","1.54","0.15","463720","30125660",
"Canada","Both sexes","'20-34'","2017","0.17","0.17","0.18","0.87","13255","7683265",
"Canada","Both sexes","'20-24'","2017","0.04","0.03","0.04","3.36","885","2386660",
"Canada","Both sexes","'25-29'","2017","0.14","0.13","0.14","1.65","3690","2651905",
"Canada","Both sexes","'30-34'","2017","0.33","0.32","0.34","1.07","8680","2644700",
"Canada","Both sexes","'35-49'","2017","0.90","0.90","0.91","0.38","69315","7684375",
"Canada","Both sexes","'35-39'","2017","0.59","0.58","0.60","0.80","15605","2629870",
"Canada","Both sexes","'40-44'","2017","0.91","0.89","0.92","0.66","22690","2504500",
"Canada","Both sexes","'45-49'","2017","1.22","1.20","1.23","0.57","31025","2550005",
"Canada","Both sexes","'50-64'","2017","1.74","1.73","1.75","0.27","140310","8045045",
"Canada","Both sexes","'50-54'","2017","1.46","1.44","1.47","0.50","39460","2709980",
"Canada","Both sexes","'55-59'","2017","1.74","1.72","1.75","0.45","48895","2814320",
"Canada","Both sexes","'60-64'","2017","2.06","2.04","2.08","0.44","51950","2520740",
"Canada","Both sexes","'65-79'","2017","3.14","3.13","3.16","0.25","154810","4927040",
"Canada","Both sexes","'65-69'","2017","2.59","2.57","2.61","0.43","54310","2095975",
"Canada","Both sexes","'70-74'","2017","3.25","3.22","3.27","0.43","54325","1672875",
"Canada","Both sexes","'75-79'","2017","3.99","3.95","4.02","0.47","46170","1158175",
"Canada","Both sexes","'80+'","2017","4.82","4.78","4.85","0.34","86030","1785940",
"Canada","Both sexes","'80-84'","2017","4.70","4.65","4.75","0.51","38655","822430",
"Canada","Both sexes","'85-89'","2017","5.08","5.02","5.14","0.59","28605","563255",
"Canada","Both sexes","'90+'","2017","4.69","4.62","4.76","0.73","18765","400250",
"Canada","Both sexes","'20+'","2018","1.56","1.55","1.56","0.14","477390","30615035",
"Canada","Both sexes","'20-34'","2018","0.18","0.17","0.18","0.85","13740","7778855",
"Canada","Both sexes","'20-24'","2018","0.04","0.04","0.04","3.29","925","2384255",
"Canada","Both sexes","'25-29'","2018","0.14","0.14","0.15","1.62","3790","2695710",
"Canada","Both sexes","'30-34'","2018","0.33","0.33","0.34","1.05","9025","2698890",
"Canada","Both sexes","'35-49'","2018","0.92","0.91","0.93","0.37","71605","7790960",
"Canada","Both sexes","'35-39'","2018","0.60","0.59","0.61","0.78","16270","2700430",
"Canada","Both sexes","'40-44'","2018","0.92","0.91","0.94","0.65","23525","2547875",
"Canada","Both sexes","'45-49'","2018","1.25","1.24","1.27","0.56","31820","2542670",
"Canada","Both sexes","'50-64'","2018","1.77","1.77","1.78","0.26","143365","8079325",
"Canada","Both sexes","'50-54'","2018","1.50","1.48","1.51","0.50","39480","2640555",
"Canada","Both sexes","'55-59'","2018","1.76","1.74","1.77","0.45","50180","2852085",
"Canada","Both sexes","'60-64'","2018","2.08","2.06","2.09","0.43","53710","2586695",
"Canada","Both sexes","'65-79'","2018","3.12","3.11","3.14","0.25","160315","5131345",
"Canada","Both sexes","'65-69'","2018","2.57","2.55","2.59","0.42","55420","2157475",
"Canada","Both sexes","'70-74'","2018","3.23","3.21","3.26","0.42","56845","1758555",
"Canada","Both sexes","'75-79'","2018","3.95","3.92","3.99","0.46","48045","1215315",
"Canada","Both sexes","'80+'","2018","4.82","4.79","4.85","0.34","88365","1834540",
"Canada","Both sexes","'80-84'","2018","4.67","4.63","4.72","0.50","39535","846310",
"Canada","Both sexes","'85-89'","2018","5.11","5.05","5.17","0.58","29260","572955",
"Canada","Both sexes","'90+'","2018","4.71","4.65","4.78","0.71","19570","415275",
"Canada","Both sexes","'20+'","2019","1.57","1.57","1.58","0.14","489795","31172485",
"Canada","Both sexes","'20-34'","2019","0.18","0.18","0.18","0.84","14170","7905545",
"Canada","Both sexes","'20-24'","2019","0.04","0.04","0.04","3.24","950","2381260",
"Canada","Both sexes","'25-29'","2019","0.14","0.14","0.15","1.60","3890","2739480",
"Canada","Both sexes","'30-34'","2019","0.34","0.33","0.34","1.04","9330","2784800",
"Canada","Both sexes","'35-49'","2019","0.93","0.92","0.94","0.37","73735","7920875",
"Canada","Both sexes","'35-39'","2019","0.61","0.60","0.62","0.77","16940","2772610",
"Canada","Both sexes","'40-44'","2019","0.93","0.92","0.94","0.64","24170","2602325",
"Canada","Both sexes","'45-49'","2019","1.28","1.27","1.30","0.55","32620","2545940",
"Canada","Both sexes","'50-64'","2019","1.79","1.78","1.80","0.26","145325","8102315",
"Canada","Both sexes","'50-54'","2019","1.52","1.51","1.54","0.50","39410","2590325",
"Canada","Both sexes","'55-59'","2019","1.78","1.77","1.80","0.44","51165","2868780",
"Canada","Both sexes","'60-64'","2019","2.07","2.05","2.09","0.43","54755","2643210",
"Canada","Both sexes","'65-79'","2019","3.10","3.09","3.12","0.25","166185","5354450",
"Canada","Both sexes","'65-69'","2019","2.54","2.52","2.57","0.42","56840","2233480",
"Canada","Both sexes","'70-74'","2019","3.23","3.20","3.26","0.41","59655","1847435",
"Canada","Both sexes","'75-79'","2019","3.90","3.87","3.94","0.45","49695","1273535",
"Canada","Both sexes","'80+'","2019","4.78","4.75","4.81","0.33","90370","1889290",
"Canada","Both sexes","'80-84'","2019","4.62","4.57","4.66","0.50","40310","872730",
"Canada","Both sexes","'85-89'","2019","5.09","5.04","5.15","0.58","29665","582390",
"Canada","Both sexes","'90+'","2019","4.70","4.63","4.76","0.70","20400","434180",
"Canada","Females","'20+'","2007","0.52","0.51","0.52","0.39","67290","13037425",
"Canada","Females","'20-34'","2007","0.04","0.03","0.04","2.90","1185","3320485",
"Canada","Females","'20-24'","2007","0.01","0.01","0.01","8.61","135","1088695",
"Canada","Females","'25-29'","2007","0.04","0.03","0.04","4.94","410","1114945",
"Canada","Females","'30-34'","2007","0.06","0.05","0.06","3.95","640","1116840",
"Canada","Females","'35-49'","2007","0.12","0.11","0.12","1.49","4480","3849720",
"Canada","Females","'35-39'","2007","0.08","0.07","0.08","3.32","905","1176705",
"Canada","Females","'40-44'","2007","0.11","0.10","0.11","2.66","1410","1293450",
"Canada","Females","'45-49'","2007","0.16","0.15","0.16","2.15","2165","1379565",
"Canada","Females","'50-64'","2007","0.41","0.40","0.41","0.87","13205","3242700",
"Canada","Females","'50-54'","2007","0.24","0.23","0.25","1.81","3060","1263120",
"Canada","Females","'55-59'","2007","0.40","0.39","0.42","1.51","4365","1078105",
"Canada","Females","'60-64'","2007","0.64","0.62","0.66","1.32","5780","901470",
"Canada","Females","'65-79'","2007","1.43","1.41","1.45","0.63","25115","1757695",
"Canada","Females","'65-69'","2007","0.99","0.97","1.02","1.21","6800","683815",
"Canada","Females","'70-74'","2007","1.47","1.44","1.50","1.10","8325","565515",
"Canada","Females","'75-79'","2007","1.96","1.93","2.00","1.00","9985","508365",
"Canada","Females","'80+'","2007","2.69","2.65","2.72","0.66","23300","866815",
"Canada","Females","'80-84'","2007","2.48","2.44","2.53","0.99","10295","414415",
"Canada","Females","'85-89'","2007","2.90","2.84","2.96","1.12","8005","275970",
"Canada","Females","'90+'","2007","2.83","2.75","2.91","1.41","4995","176425",
"Canada","Females","'20+'","2008","0.53","0.52","0.53","0.38","70770","13425825",
"Canada","Females","'20-34'","2008","0.03","0.03","0.04","2.89","1195","3417500",
"Canada","Females","'20-24'","2008","0.01","0.01","0.01","8.45","140","1114210",
"Canada","Females","'25-29'","2008","0.04","0.03","0.04","4.88","420","1153555",
"Canada","Females","'30-34'","2008","0.06","0.05","0.06","3.97","635","1149735",
"Canada","Females","'35-49'","2008","0.12","0.11","0.12","1.48","4575","3883750",
"Canada","Females","'35-39'","2008","0.08","0.08","0.09","3.24","955","1190265",
"Canada","Females","'40-44'","2008","0.11","0.11","0.12","2.66","1415","1277940",
"Canada","Females","'45-49'","2008","0.16","0.15","0.16","2.13","2205","1415545",
"Canada","Females","'50-64'","2008","0.41","0.40","0.42","0.84","14010","3406270",
"Canada","Females","'50-54'","2008","0.25","0.24","0.26","1.75","3260","1314145",
"Canada","Females","'55-59'","2008","0.40","0.39","0.41","1.49","4530","1128925",
"Canada","Females","'60-64'","2008","0.65","0.63","0.66","1.27","6220","963200",
"Canada","Females","'65-79'","2008","1.45","1.43","1.47","0.62","26420","1821200",
"Canada","Females","'65-69'","2008","1.01","0.98","1.03","1.17","7305","724930",
"Canada","Females","'70-74'","2008","1.50","1.46","1.53","1.07","8730","583550",
"Canada","Females","'75-79'","2008","2.03","1.99","2.06","0.98","10385","512720",
"Canada","Females","'80+'","2008","2.74","2.70","2.77","0.64","24565","897100",
"Canada","Females","'80-84'","2008","2.51","2.46","2.56","0.97","10595","421695",
"Canada","Females","'85-89'","2008","2.94","2.88","3.01","1.08","8615","292540",
"Canada","Females","'90+'","2008","2.93","2.85","3.01","1.37","5355","182860",
"Canada","Females","'20+'","2009","0.53","0.53","0.54","0.37","72675","13629225",
"Canada","Females","'20-34'","2009","0.03","0.03","0.04","2.91","1180","3465350",
"Canada","Females","'20-24'","2009","0.01","0.01","0.02","8.03","155","1130540",
"Canada","Females","'25-29'","2009","0.04","0.03","0.04","4.91","415","1169460",
"Canada","Females","'30-34'","2009","0.05","0.05","0.06","4.05","610","1165350",
"Canada","Females","'35-49'","2009","0.12","0.12","0.12","1.48","4575","3861845",
"Canada","Females","'35-39'","2009","0.08","0.08","0.09","3.22","965","1189105",
