"Data Table: Epilepsy (active), Crude prevalence, percent"
"Area","Sex","Age Group","Year","Rate (%)","Rate_95%_CI_Lower","Rate_95%_CI_Upper","Rate CV","Counts","Population",
"Canada","Females","'90+'","2019","0.66","0.62","0.69","2.60","1480","225930",
"Canada","Males","'1+'","2005","0.57","0.56","0.57","0.38","70245","12391750",
"Canada","Males","'1-19'","2005","0.37","0.37","0.38","0.94","11330","3027260",
"Canada","Males","'1-4'","2005","0.18","0.17","0.20","3.12","1025","558330",
"Canada","Males","'5-9'","2005","0.40","0.39","0.42","1.83","2985","742920",
"Canada","Males","'10-14'","2005","0.43","0.42","0.45","1.65","3660","846260",
"Canada","Males","'15-19'","2005","0.42","0.40","0.43","1.65","3665","879750",
"Canada","Males","'20-34'","2005","0.50","0.50","0.51","0.88","12835","2544215",
"Canada","Males","'20-24'","2005","0.48","0.47","0.50","1.55","4180","866575",
"Canada","Males","'25-29'","2005","0.51","0.49","0.53","1.55","4180","819510",
"Canada","Males","'30-34'","2005","0.52","0.51","0.54","1.50","4470","858125",
"Canada","Males","'35-49'","2005","0.62","0.61","0.63","0.73","18945","3054075",
"Canada","Males","'35-39'","2005","0.57","0.55","0.58","1.37","5335","939015",
"Canada","Males","'40-44'","2005","0.62","0.61","0.64","1.22","6675","1075520",
"Canada","Males","'45-49'","2005","0.67","0.65","0.68","1.20","6935","1039540",
"Canada","Males","'50-64'","2005","0.67","0.66","0.68","0.81","15240","2269350",
"Canada","Males","'50-54'","2005","0.69","0.67","0.71","1.27","6235","904435",
"Canada","Males","'55-59'","2005","0.65","0.63","0.67","1.40","5120","788965",
"Canada","Males","'60-64'","2005","0.68","0.65","0.70","1.60","3890","575950",
"Canada","Males","'65-79'","2005","0.75","0.74","0.77","1.08","8560","1137570",
"Canada","Males","'65-69'","2005","0.69","0.67","0.72","1.79","3120","451325",
"Canada","Males","'70-74'","2005","0.76","0.73","0.79","1.86","2890","380495",
"Canada","Males","'75-79'","2005","0.83","0.80","0.86","1.98","2540","305740",
"Canada","Males","'80+'","2005","0.93","0.90","0.96","1.73","3330","359280",
"Canada","Males","'80-84'","2005","0.95","0.90","0.99","2.27","1945","205545",
"Canada","Males","'85-89'","2005","0.95","0.89","1.01","3.20","975","102430",
"Canada","Males","'90+'","2005","0.80","0.72","0.88","4.94","410","51300",
"Canada","Males","'1+'","2006","0.58","0.58","0.59","0.37","72415","12457740",
"Canada","Males","'1-19'","2006","0.39","0.38","0.40","0.92","11740","3015000",
"Canada","Males","'1-4'","2006","0.20","0.19","0.21","2.99","1115","564590",
"Canada","Males","'5-9'","2006","0.40","0.39","0.42","1.84","2965","735030",
"Canada","Males","'10-14'","2006","0.46","0.44","0.47","1.62","3820","833870",
"Canada","Males","'15-19'","2006","0.44","0.42","0.45","1.61","3845","881520",
"Canada","Males","'20-34'","2006","0.51","0.51","0.52","0.87","13090","2547560",
"Canada","Males","'20-24'","2006","0.50","0.48","0.51","1.52","4340","872940",
"Canada","Males","'25-29'","2006","0.51","0.50","0.53","1.53","4255","828055",
"Canada","Males","'30-34'","2006","0.53","0.52","0.55","1.49","4495","846565",
"Canada","Males","'35-49'","2006","0.63","0.62","0.64","0.73","18950","3022155",
"Canada","Males","'35-39'","2006","0.56","0.55","0.58","1.38","5225","929970",
"Canada","Males","'40-44'","2006","0.64","0.62","0.65","1.23","6630","1043650",
"Canada","Males","'45-49'","2006","0.68","0.66","0.69","1.19","7095","1048535",
"Canada","Males","'50-64'","2006","0.70","0.69","0.71","0.78","16275","2337560",
"Canada","Males","'50-54'","2006","0.72","0.70","0.73","1.23","6635","927270",
"Canada","Males","'55-59'","2006","0.68","0.66","0.70","1.36","5410","792430",
"Canada","Males","'60-64'","2006","0.69","0.66","0.71","1.54","4235","617865",
"Canada","Males","'65-79'","2006","0.76","0.75","0.78","1.06","8825","1159545",
"Canada","Males","'65-69'","2006","0.70","0.68","0.73","1.75","3250","463800",
"Canada","Males","'70-74'","2006","0.78","0.75","0.81","1.83","2980","382510",
"Canada","Males","'75-79'","2006","0.83","0.80","0.86","1.96","2595","313230",
"Canada","Males","'80+'","2006","0.94","0.91","0.97","1.68","3535","375920",
"Canada","Males","'80-84'","2006","0.95","0.91","1.00","2.23","2010","210990",
"Canada","Males","'85-89'","2006","0.98","0.93","1.04","3.04","1085","110365",
"Canada","Males","'90+'","2006","0.82","0.74","0.89","4.74","445","54575",
"Canada","Males","'1+'","2007","0.59","0.59","0.60","0.37","74500","12559545",
"Canada","Males","'1-19'","2007","0.40","0.39","0.41","0.91","12030","3012380",
"Canada","Males","'1-4'","2007","0.21","0.20","0.22","2.89","1195","575425",
"Canada","Males","'5-9'","2007","0.40","0.39","0.42","1.84","2940","730420",
"Canada","Males","'10-14'","2007","0.47","0.46","0.49","1.60","3900","822135",
"Canada","Males","'15-19'","2007","0.45","0.44","0.47","1.58","4000","884410",
"Canada","Males","'20-34'","2007","0.52","0.52","0.53","0.86","13465","2567545",
"Canada","Males","'20-24'","2007","0.50","0.49","0.52","1.50","4420","875255",
"Canada","Males","'25-29'","2007","0.53","0.52","0.55","1.49","4510","847640",
"Canada","Males","'30-34'","2007","0.54","0.52","0.55","1.48","4540","844655",
"Canada","Males","'35-49'","2007","0.64","0.63","0.65","0.72","19025","2990115",
"Canada","Males","'35-39'","2007","0.56","0.55","0.58","1.39","5190","922855",
"Canada","Males","'40-44'","2007","0.65","0.63","0.66","1.24","6515","1007115",
"Canada","Males","'45-49'","2007","0.69","0.67","0.71","1.17","7320","1060145",
"Canada","Males","'50-64'","2007","0.72","0.70","0.73","0.76","17245","2410240",
"Canada","Males","'50-54'","2007","0.72","0.71","0.74","1.20","6890","952675",
"Canada","Males","'55-59'","2007","0.72","0.70","0.74","1.32","5765","801055",
"Canada","Males","'60-64'","2007","0.70","0.68","0.72","1.48","4595","656520",
"Canada","Males","'65-79'","2007","0.77","0.76","0.79","1.04","9170","1186690",
"Canada","Males","'65-69'","2007","0.71","0.69","0.73","1.71","3415","481955",
"Canada","Males","'70-74'","2007","0.79","0.76","0.82","1.81","3060","386270",
"Canada","Males","'75-79'","2007","0.85","0.82","0.88","1.92","2700","318470",
"Canada","Males","'80+'","2007","0.91","0.88","0.94","1.67","3565","392570",
"Canada","Males","'80-84'","2007","0.91","0.87","0.95","2.25","1975","218020",
"Canada","Males","'85-89'","2007","0.99","0.93","1.05","2.94","1160","117495",
"Canada","Males","'90+'","2007","0.75","0.68","0.82","4.85","425","57045",
"Canada","Males","'1+'","2008","0.60","0.60","0.61","0.36","78115","12973035",
"Canada","Males","'1-19'","2008","0.40","0.40","0.41","0.90","12420","3073430",
"Canada","Males","'1-4'","2008","0.20","0.19","0.21","2.91","1180","597960",
"Canada","Males","'5-9'","2008","0.41","0.40","0.43","1.81","3060","744480",
"Canada","Males","'10-14'","2008","0.48","0.46","0.49","1.59","3945","826295",
"Canada","Males","'15-19'","2008","0.47","0.45","0.48","1.54","4235","904695",
"Canada","Males","'20-34'","2008","0.53","0.52","0.54","0.84","14125","2660075",
"Canada","Males","'20-24'","2008","0.51","0.50","0.53","1.47","4605","901750",
"Canada","Males","'25-29'","2008","0.55","0.53","0.56","1.44","4845","888895",
"Canada","Males","'30-34'","2008","0.54","0.52","0.55","1.46","4675","869430",
"Canada","Males","'35-49'","2008","0.64","0.63","0.65","0.72","19510","3036505",
"Canada","Males","'35-39'","2008","0.57","0.55","0.59","1.37","5330","935625",
"Canada","Males","'40-44'","2008","0.65","0.63","0.66","1.24","6470","1001125",
"Canada","Males","'45-49'","2008","0.70","0.69","0.72","1.14","7715","1099755",
"Canada","Males","'50-64'","2008","0.73","0.72","0.74","0.73","18610","2549755",
"Canada","Males","'50-54'","2008","0.73","0.71","0.74","1.17","7260","999740",
"Canada","Males","'55-59'","2008","0.74","0.73","0.76","1.26","6270","843165",
"Canada","Males","'60-64'","2008","0.72","0.70","0.74","1.40","5080","706850",
"Canada","Males","'65-79'","2008","0.78","0.77","0.80","1.01","9720","1240690",
"Canada","Males","'65-69'","2008","0.73","0.70","0.75","1.63","3745","515790",
"Canada","Males","'70-74'","2008","0.78","0.75","0.81","1.79","3120","400170",
"Canada","Males","'75-79'","2008","0.88","0.85","0.91","1.87","2855","324735",
"Canada","Males","'80+'","2008","0.90","0.88","0.93","1.64","3730","412585",
"Canada","Males","'80-84'","2008","0.90","0.86","0.94","2.21","2040","227180",
"Canada","Males","'85-89'","2008","0.97","0.91","1.02","2.86","1225","126705",
"Canada","Males","'90+'","2008","0.80","0.73","0.88","4.61","470","58705",
"Canada","Males","'1+'","2009","0.61","0.61","0.61","0.35","80140","13137925",
"Canada","Males","'1-19'","2009","0.41","0.41","0.42","0.89","12725","3071370",
"Canada","Males","'1-4'","2009","0.21","0.20","0.22","2.80","1275","610470",
"Canada","Males","'5-9'","2009","0.42","0.41","0.44","1.78","3160","744555",
"Canada","Males","'10-14'","2009","0.49","0.47","0.50","1.59","3955","812135",
"Canada","Males","'15-19'","2009","0.48","0.47","0.49","1.52","4340","904215",
"Canada","Males","'20-34'","2009","0.54","0.53","0.55","0.83","14685","2702300",
"Canada","Males","'20-24'","2009","0.52","0.50","0.53","1.45","4725","913995",
"Canada","Males","'25-29'","2009","0.56","0.54","0.58","1.40","5100","910305",
"Canada","Males","'30-34'","2009","0.55","0.54","0.57","1.44","4855","877995",
"Canada","Males","'35-49'","2009","0.64","0.63","0.65","0.72","19375","3020550",
"Canada","Males","'35-39'","2009","0.57","0.56","0.59","1.37","5305","929315",
"Canada","Males","'40-44'","2009","0.63","0.61","0.65","1.27","6185","982915",
"Canada","Males","'45-49'","2009","0.71","0.70","0.73","1.13","7885","1108325",
"Canada","Males","'50-64'","2009","0.74","0.73","0.75","0.72","19520","2638515",
"Canada","Males","'50-54'","2009","0.74","0.72","0.75","1.15","7535","1023155",
"Canada","Males","'55-59'","2009","0.75","0.73","0.77","1.24","6545","872330",
"Canada","Males","'60-64'","2009","0.73","0.71","0.75","1.36","5435","743025",
"Canada","Males","'65-79'","2009","0.78","0.77","0.80","1.00","9975","1276530",
"Canada","Males","'65-69'","2009","0.73","0.71","0.75","1.59","3935","538245",
"Canada","Males","'70-74'","2009","0.76","0.74","0.79","1.79","3125","409580",
"Canada","Males","'75-79'","2009","0.88","0.85","0.92","1.86","2905","328695",
"Canada","Males","'80+'","2009","0.90","0.87","0.93","1.61","3860","428660",
"Canada","Males","'80-84'","2009","0.91","0.87","0.95","2.17","2125","233170",
"Canada","Males","'85-89'","2009","0.93","0.88","0.98","2.85","1230","132265",
"Canada","Males","'90+'","2009","0.81","0.74","0.88","4.43","510","63225",
"Canada","Males","'1+'","2010","0.62","0.61","0.62","0.35","82135","13355130",
"Canada","Males","'1-19'","2010","0.42","0.42","0.43","0.88","13005","3077725",
"Canada","Males","'1-4'","2010","0.20","0.19","0.22","2.81","1265","620850",
"Canada","Males","'5-9'","2010","0.43","0.42","0.45","1.75","3270","754930",
"Canada","Males","'10-14'","2010","0.50","0.48","0.51","1.58","3990","799905",
"Canada","Males","'15-19'","2010","0.50","0.48","0.51","1.49","4475","902030",
"Canada","Males","'20-34'","2010","0.55","0.54","0.56","0.81","15185","2763490",
"Canada","Males","'20-24'","2010","0.53","0.52","0.55","1.42","4970","930845",
"Canada","Males","'25-29'","2010","0.56","0.54","0.57","1.38","5230","935420",
"Canada","Males","'30-34'","2010","0.56","0.54","0.57","1.42","4980","897220",
"Canada","Males","'35-49'","2010","0.64","0.63","0.65","0.72","19305","3012965",
"Canada","Males","'35-39'","2010","0.58","0.56","0.59","1.37","5330","924500",
"Canada","Males","'40-44'","2010","0.63","0.61","0.65","1.27","6200","984830",
"Canada","Males","'45-49'","2010","0.70","0.69","0.72","1.13","7780","1103635",
"Canada","Males","'50-64'","2010","0.74","0.73","0.75","0.70","20290","2737395",
"Canada","Males","'50-54'","2010","0.73","0.72","0.75","1.14","7695","1051485",
"Canada","Males","'55-59'","2010","0.76","0.75","0.78","1.20","6930","906120",
"Canada","Males","'60-64'","2010","0.73","0.71","0.75","1.33","5665","779795",
"Canada","Males","'65-79'","2010","0.79","0.77","0.80","0.98","10325","1315280",
"Canada","Males","'65-69'","2010","0.74","0.72","0.77","1.55","4160","560295",
"Canada","Males","'70-74'","2010","0.77","0.74","0.79","1.76","3240","422225",
"Canada","Males","'75-79'","2010","0.88","0.85","0.91","1.85","2930","332770",
"Canada","Males","'80+'","2010","0.90","0.87","0.93","1.58","4030","448280",
"Canada","Males","'80-84'","2010","0.93","0.89","0.96","2.12","2230","240995",
"Canada","Males","'85-89'","2010","0.91","0.86","0.96","2.82","1255","137915",
"Canada","Males","'90+'","2010","0.79","0.73","0.86","4.26","550","69380",
"Canada","Males","'1+'","2011","0.62","0.62","0.63","0.34","84390","13562780",
"Canada","Males","'1-19'","2011","0.44","0.43","0.45","0.86","13500","3083165",
"Canada","Males","'1-4'","2011","0.22","0.21","0.24","2.67","1400","626655",
"Canada","Males","'5-9'","2011","0.44","0.43","0.45","1.72","3380","768405",
"Canada","Males","'10-14'","2011","0.51","0.49","0.52","1.58","4005","792645",
"Canada","Males","'15-19'","2011","0.53","0.51","0.54","1.46","4715","895460",
"Canada","Males","'20-34'","2011","0.56","0.55","0.56","0.80","15695","2823870",
"Canada","Males","'20-24'","2011","0.54","0.53","0.56","1.40","5135","946645",
"Canada","Males","'25-29'","2011","0.57","0.55","0.58","1.36","5440","956705",
"Canada","Males","'30-34'","2011","0.56","0.54","0.57","1.40","5120","920515",
"Canada","Males","'35-49'","2011","0.63","0.62","0.64","0.73","19020","3002215",
"Canada","Males","'35-39'","2011","0.57","0.56","0.59","1.38","5275","924725",
"Canada","Males","'40-44'","2011","0.62","0.60","0.63","1.28","6105","990250",
"Canada","Males","'45-49'","2011","0.70","0.69","0.72","1.14","7635","1087235",
"Canada","Males","'50-64'","2011","0.75","0.74","0.76","0.69","21115","2805195",
"Canada","Males","'50-54'","2011","0.74","0.72","0.75","1.12","7920","1074225",
"Canada","Males","'55-59'","2011","0.77","0.75","0.78","1.18","7200","939265",
"Canada","Males","'60-64'","2011","0.76","0.74","0.78","1.29","6005","791710",
"Canada","Males","'65-79'","2011","0.79","0.77","0.80","0.96","10870","1382100",
"Canada","Males","'65-69'","2011","0.75","0.73","0.77","1.48","4560","606830",
"Canada","Males","'70-74'","2011","0.76","0.73","0.79","1.73","3330","438230",
"Canada","Males","'75-79'","2011","0.88","0.85","0.92","1.83","2980","337040",
"Canada","Males","'80+'","2011","0.90","0.87","0.93","1.54","4195","466255",
"Canada","Males","'80-84'","2011","0.93","0.90","0.97","2.08","2315","247990",
"Canada","Males","'85-89'","2011","0.90","0.85","0.95","2.79","1285","142690",
"Canada","Males","'90+'","2011","0.79","0.73","0.85","4.10","595","75570",
"Canada","Males","'1+'","2012","0.63","0.62","0.63","0.34","86500","13779875",
"Canada","Males","'1-19'","2012","0.45","0.44","0.46","0.85","13840","3089890",
"Canada","Males","'1-4'","2012","0.23","0.22","0.24","2.62","1460","627585",
"Canada","Males","'5-9'","2012","0.45","0.44","0.47","1.67","3580","787440",
"Canada","Males","'10-14'","2012","0.50","0.49","0.52","1.59","3965","788395",
"Canada","Males","'15-19'","2012","0.54","0.53","0.56","1.44","4830","886460",
"Canada","Males","'20-34'","2012","0.56","0.56","0.57","0.78","16305","2887545",
"Canada","Males","'20-24'","2012","0.56","0.54","0.57","1.37","5365","960980",
"Canada","Males","'25-29'","2012","0.57","0.56","0.59","1.34","5575","974105",
"Canada","Males","'30-34'","2012","0.56","0.55","0.58","1.37","5365","952460",
"Canada","Males","'35-49'","2012","0.63","0.62","0.63","0.73","18685","2987310",
"Canada","Males","'35-39'","2012","0.57","0.56","0.59","1.37","5320","931575",
"Canada","Males","'40-44'","2012","0.60","0.59","0.62","1.29","6010","993625",
"Canada","Males","'45-49'","2012","0.69","0.68","0.71","1.17","7360","1062110",
"Canada","Males","'50-64'","2012","0.75","0.74","0.77","0.68","21720","2877000",
"Canada","Males","'50-54'","2012","0.75","0.73","0.76","1.10","8205","1096695",
"Canada","Males","'55-59'","2012","0.75","0.74","0.77","1.17","7345","972915",
"Canada","Males","'60-64'","2012","0.76","0.75","0.78","1.27","6170","807385",
"Canada","Males","'65-79'","2012","0.79","0.78","0.80","0.93","11490","1453925",
"Canada","Males","'65-69'","2012","0.76","0.74","0.78","1.42","4930","649915",
"Canada","Males","'70-74'","2012","0.76","0.73","0.78","1.70","3475","459530",
"Canada","Males","'75-79'","2012","0.90","0.86","0.93","1.80","3085","344480",
"Canada","Males","'80+'","2012","0.92","0.89","0.95","1.50","4455","484200",
"Canada","Males","'80-84'","2012","0.95","0.91","0.99","2.04","2410","253810",
"Canada","Males","'85-89'","2012","0.93","0.88","0.98","2.69","1385","148810",
"Canada","Males","'90+'","2012","0.80","0.74","0.87","3.91","655","81575",
"Canada","Males","'1+'","2013","0.63","0.63","0.64","0.34","88740","13984035",
"Canada","Males","'1-19'","2013","0.46","0.45","0.46","0.84","14115","3097975",
"Canada","Males","'1-4'","2013","0.24","0.23","0.25","2.59","1490","628445",
"Canada","Males","'5-9'","2013","0.46","0.44","0.47","1.65","3690","803135",
"Canada","Males","'10-14'","2013","0.52","0.50","0.53","1.57","4080","790090",
"Canada","Males","'15-19'","2013","0.55","0.54","0.57","1.44","4855","876310",
"Canada","Males","'20-34'","2013","0.57","0.57","0.58","0.77","16905","2942720",
"Canada","Males","'20-24'","2013","0.58","0.57","0.60","1.33","5645","968225",
"Canada","Males","'25-29'","2013","0.57","0.55","0.58","1.33","5645","991160",
"Canada","Males","'30-34'","2013","0.57","0.56","0.59","1.34","5610","983335",
"Canada","Males","'35-49'","2013","0.62","0.61","0.63","0.74","18465","2972210",
"Canada","Males","'35-39'","2013","0.57","0.56","0.59","1.36","5415","944215",
"Canada","Males","'40-44'","2013","0.61","0.59","0.62","1.29","6010","990550",
"Canada","Males","'45-49'","2013","0.68","0.66","0.69","1.19","7040","1037445",
"Canada","Males","'50-64'","2013","0.76","0.75","0.77","0.67","22390","2948925",
"Canada","Males","'50-54'","2013","0.74","0.73","0.76","1.10","8325","1117535",
"Canada","Males","'55-59'","2013","0.75","0.74","0.77","1.15","7545","1000485",
"Canada","Males","'60-64'","2013","0.78","0.77","0.80","1.24","6520","830910",
"Canada","Males","'65-79'","2013","0.81","0.79","0.82","0.90","12270","1521440",
"Canada","Males","'65-69'","2013","0.78","0.76","0.80","1.37","5315","684720",
"Canada","Males","'70-74'","2013","0.79","0.76","0.81","1.62","3795","482510",
"Canada","Males","'75-79'","2013","0.89","0.86","0.92","1.78","3155","354200",
"Canada","Males","'80+'","2013","0.92","0.89","0.94","1.48","4595","500765",
"Canada","Males","'80-84'","2013","0.94","0.91","0.98","2.02","2450","259385",
"Canada","Males","'85-89'","2013","0.96","0.91","1.01","2.60","1475","154000",
"Canada","Males","'90+'","2013","0.76","0.70","0.82","3.88","665","87380",
"Canada","Males","'1+'","2014","0.64","0.64","0.65","0.33","91220","14159700",
"Canada","Males","'1-19'","2014","0.47","0.46","0.47","0.83","14440","3104335",
"Canada","Males","'1-4'","2014","0.24","0.22","0.25","2.59","1490","631215",
"Canada","Males","'5-9'","2014","0.47","0.46","0.49","1.61","3870","815185",
"Canada","Males","'10-14'","2014","0.53","0.51","0.55","1.54","4200","792405",
"Canada","Males","'15-19'","2014","0.56","0.55","0.58","1.43","4880","865530",
"Canada","Males","'20-34'","2014","0.59","0.58","0.59","0.76","17510","2989975",
"Canada","Males","'20-24'","2014","0.60","0.58","0.61","1.31","5810","970315",
"Canada","Males","'25-29'","2014","0.58","0.56","0.59","1.31","5815","1009340",
"Canada","Males","'30-34'","2014","0.58","0.57","0.60","1.30","5880","1010315",
"Canada","Males","'35-49'","2014","0.62","0.61","0.63","0.74","18240","2960750",
"Canada","Males","'35-39'","2014","0.58","0.57","0.60","1.34","5575","956875",
"Canada","Males","'40-44'","2014","0.61","0.59","0.62","1.29","5975","985360",
"Canada","Males","'45-49'","2014","0.66","0.64","0.67","1.22","6695","1018520",
"Canada","Males","'50-64'","2014","0.77","0.76","0.78","0.66","23170","3008105",
"Canada","Males","'50-54'","2014","0.76","0.74","0.77","1.08","8500","1125525",
"Canada","Males","'55-59'","2014","0.77","0.75","0.78","1.13","7845","1023335",
"Canada","Males","'60-64'","2014","0.79","0.78","0.81","1.21","6825","859245",
"Canada","Males","'65-79'","2014","0.82","0.81","0.84","0.88","13045","1588770",
"Canada","Males","'65-69'","2014","0.80","0.77","0.82","1.32","5730","720415",
"Canada","Males","'70-74'","2014","0.81","0.79","0.84","1.56","4090","504320",
"Canada","Males","'75-79'","2014","0.89","0.86","0.92","1.76","3225","364035",
"Canada","Males","'80+'","2014","0.95","0.92","0.97","1.44","4810","507765",
"Canada","Males","'80-84'","2014","0.97","0.93","1.01","1.97","2565","264110",
"Canada","Males","'85-89'","2014","0.99","0.94","1.04","2.54","1550","157145",
"Canada","Males","'90+'","2014","0.80","0.74","0.87","3.79","695","86505",
"Canada","Males","'1+'","2015","0.65","0.65","0.66","0.33","93860","14334450",
"Canada","Males","'1-19'","2015","0.47","0.46","0.48","0.83","14590","3118900",
"Canada","Males","'1-4'","2015","0.24","0.23","0.25","2.56","1520","635480",
"Canada","Males","'5-9'","2015","0.48","0.46","0.49","1.59","3965","828220",
"Canada","Males","'10-14'","2015","0.54","0.52","0.56","1.52","4320","801685",
"Canada","Males","'15-19'","2015","0.56","0.54","0.58","1.45","4785","853515",
"Canada","Males","'20-34'","2015","0.60","0.60","0.61","0.74","18250","3021715",
"Canada","Males","'20-24'","2015","0.63","0.61","0.64","1.28","6065","964640",
"Canada","Males","'25-29'","2015","0.59","0.58","0.61","1.29","6050","1025015",
"Canada","Males","'30-34'","2015","0.59","0.58","0.61","1.28","6135","1032060",
"Canada","Males","'35-49'","2015","0.62","0.61","0.63","0.74","18385","2964535",
"Canada","Males","'35-39'","2015","0.59","0.58","0.61","1.32","5755","973255",
"Canada","Males","'40-44'","2015","0.61","0.59","0.63","1.30","5950","975285",
"Canada","Males","'45-49'","2015","0.66","0.64","0.67","1.22","6685","1016000",
"Canada","Males","'50-64'","2015","0.78","0.77","0.79","0.65","23790","3053670",
"Canada","Males","'50-54'","2015","0.75","0.73","0.76","1.10","8340","1115420",
"Canada","Males","'55-59'","2015","0.78","0.76","0.80","1.11","8165","1047705",
"Canada","Males","'60-64'","2015","0.82","0.80","0.84","1.17","7280","890540",
"Canada","Males","'65-79'","2015","0.83","0.82","0.85","0.85","13760","1655105",
"Canada","Males","'65-69'","2015","0.80","0.78","0.82","1.28","6060","754820",
"Canada","Males","'70-74'","2015","0.82","0.80","0.84","1.52","4300","524615",
"Canada","Males","'75-79'","2015","0.91","0.87","0.94","1.71","3400","375670",
"Canada","Males","'80+'","2015","0.98","0.95","1.01","1.40","5095","520540",
"Canada","Males","'80-84'","2015","1.00","0.96","1.04","1.93","2690","268815",
"Canada","Males","'85-89'","2015","1.02","0.97","1.07","2.45","1665","163250",
"Canada","Males","'90+'","2015","0.84","0.78","0.90","3.68","740","88470",
"Canada","Males","'1+'","2016","0.67","0.66","0.67","0.32","96815","14540760",
"Canada","Males","'1-19'","2016","0.48","0.47","0.48","0.82","14955","3139715",
"Canada","Males","'1-4'","2016","0.24","0.23","0.25","2.56","1530","638225",
"Canada","Males","'5-9'","2016","0.49","0.48","0.51","1.56","4105","837245",
"Canada","Males","'10-14'","2016","0.55","0.53","0.57","1.49","4490","816360",
"Canada","Males","'15-19'","2016","0.57","0.55","0.59","1.44","4830","847885",
"Canada","Males","'20-34'","2016","0.62","0.61","0.63","0.73","19005","3058300",
"Canada","Males","'20-24'","2016","0.65","0.63","0.66","1.27","6210","960170",
"Canada","Males","'25-29'","2016","0.61","0.60","0.63","1.25","6380","1043540",
"Canada","Males","'30-34'","2016","0.61","0.59","0.62","1.25","6420","1054590",
"Canada","Males","'35-49'","2016","0.62","0.61","0.63","0.73","18580","2990370",
"Canada","Males","'35-39'","2016","0.60","0.59","0.62","1.29","6025","997255",
"Canada","Males","'40-44'","2016","0.61","0.59","0.62","1.30","5920","973795",
"Canada","Males","'45-49'","2016","0.65","0.64","0.67","1.23","6635","1019315",
"Canada","Males","'50-64'","2016","0.79","0.78","0.80","0.64","24255","3087510",
"Canada","Males","'50-54'","2016","0.74","0.73","0.76","1.11","8165","1096575",
"Canada","Males","'55-59'","2016","0.80","0.78","0.82","1.08","8560","1068565",
"Canada","Males","'60-64'","2016","0.82","0.80","0.84","1.15","7530","922375",
"Canada","Males","'65-79'","2016","0.85","0.84","0.87","0.82","14710","1725745",
"Canada","Males","'65-69'","2016","0.83","0.81","0.85","1.26","6345","765655",
"Canada","Males","'70-74'","2016","0.85","0.82","0.87","1.44","4810","569215",
"Canada","Males","'75-79'","2016","0.91","0.88","0.94","1.68","3555","390870",
"Canada","Males","'80+'","2016","0.98","0.96","1.01","1.37","5300","539115",
"Canada","Males","'80-84'","2016","1.01","0.97","1.05","1.90","2765","274315",
"Canada","Males","'85-89'","2016","1.01","0.96","1.06","2.41","1715","170360",
"Canada","Males","'90+'","2016","0.87","0.81","0.94","3.48","825","94440",
"Canada","Males","'1+'","2017","0.67","0.67","0.68","0.32","99405","14750605",
"Canada","Males","'1-19'","2017","0.49","0.48","0.49","0.81","15350","3164350",
"Canada","Males","'1-4'","2017","0.25","0.24","0.26","2.52","1580","637825",
"Canada","Males","'5-9'","2017","0.50","0.48","0.51","1.55","4185","841380",
"Canada","Males","'10-14'","2017","0.57","0.55","0.58","1.45","4750","837235",
"Canada","Males","'15-19'","2017","0.57","0.56","0.59","1.44","4845","847925",
"Canada","Males","'20-34'","2017","0.63","0.63","0.64","0.71","19630","3092075",
"Canada","Males","'20-24'","2017","0.66","0.65","0.68","1.25","6380","959825",
"Canada","Males","'25-29'","2017","0.63","0.62","0.65","1.22","6690","1061250",
"Canada","Males","'30-34'","2017","0.61","0.60","0.63","1.23","6565","1071000",
"Canada","Males","'35-49'","2017","0.62","0.61","0.63","0.73","18830","3027055",
"Canada","Males","'35-39'","2017","0.60","0.59","0.62","1.27","6215","1028615",
"Canada","Males","'40-44'","2017","0.62","0.60","0.63","1.29","6035","978095",
"Canada","Males","'45-49'","2017","0.65","0.63","0.66","1.23","6585","1020355",
"Canada","Males","'50-64'","2017","0.79","0.78","0.80","0.64","24565","3110480",
"Canada","Males","'50-54'","2017","0.74","0.72","0.76","1.12","7910","1068235",
"Canada","Males","'55-59'","2017","0.81","0.80","0.83","1.06","8855","1088515",
"Canada","Males","'60-64'","2017","0.82","0.80","0.84","1.13","7790","953720",
"Canada","Males","'65-79'","2017","0.86","0.85","0.88","0.80","15545","1799035",
"Canada","Males","'65-69'","2017","0.85","0.83","0.87","1.23","6660","779655",
"Canada","Males","'70-74'","2017","0.85","0.83","0.88","1.39","5190","609385",
"Canada","Males","'75-79'","2017","0.90","0.87","0.93","1.65","3695","409995",
"Canada","Males","'80+'","2017","0.98","0.96","1.01","1.35","5480","557610",
"Canada","Males","'80-84'","2017","1.02","0.98","1.06","1.87","2870","281615",
"Canada","Males","'85-89'","2017","1.01","0.96","1.06","2.37","1775","175770",
"Canada","Males","'90+'","2017","0.83","0.78","0.89","3.46","835","100230",
"Canada","Males","'1+'","2018","0.68","0.68","0.68","0.31","102015","15003165",
"Canada","Males","'1-19'","2018","0.49","0.49","0.50","0.80","15760","3192805",
"Canada","Males","'1-4'","2018","0.25","0.24","0.26","2.50","1600","639770",
"Canada","Males","'5-9'","2018","0.50","0.49","0.52","1.53","4250","844425",
"Canada","Males","'10-14'","2018","0.57","0.56","0.59","1.43","4910","856345",
"Canada","Males","'15-19'","2018","0.59","0.57","0.60","1.41","5000","852260",
"Canada","Males","'20-34'","2018","0.64","0.64","0.65","0.70","20270","3145885",
